Fecha,SupraCanal,SupraCanal_Origen,Leads_brutos_C2C,Leads_brutos_IB,Leads_utiles_C2C,Leads_utiles_IB,Llamadas_entrantes_C2C,Llamadas_entrantes_IB,Clientes,Inversion,Inversion_Fee,Ventas_BI,Oportunidades_BI,Altas
2025-02-20,Otros_Origenes,,0,0,0,0,0,0,0,0,0,5,7,5
2025-02-20,Paid_Social,,55,3,24,1,0,0,0,4025.5,4025.5,3,13,2
2025-02-20,Pmax,,4,6,2,2,0,0,5,233.7,240.7,1,0,3
2025-02-20,SEM_Competencia,,2,0,0,0,0,0,0,34,34,0,0,0
2025-02-20,SEM_Generico,,28,37,12,13,0,0,3,3804.3,3918.4,9,13,9
2025-02-20,SEM_Marca_Derivada,,28,147,21,25,0,0,85,3053.9,3145.5,14,19,11
2025-02-20,SEM_Marca_Pura,,95,94,54,25,0,0,50,3093.4,3186.2,10,25,8
2025-02-20,Terceros,,144,5,35,0,0,0,7,1563.3,1563.3,6,8,4
2025-02-20,Whatsapp,Whatsapp,2,0,1,0,0,0,0,0,0,0,0,0
2025-02-20,Whatsapp,Paid_Social,3,2,1,2,0,0,0,0,0,0,1,0
2025-02-20,Whatsapp,SEM_Marca_Pura,1,0,1,0,0,0,0,0,0,3,0,2
2025-02-20,Whatsapp,Terceros,5,0,1,0,0,0,0,0,0,0,0,0
2025-02-20,Youtube,,1,0,0,0,0,0,0,0,0,0,0,0
2025-02-21,Barrido,,0,0,0,0,0,0,0,0,0,0,0,1
2025-02-21,Display,,1,15,1,7,0,0,4,449.1,462.6,0,3,0
2025-02-21,Manual,,0,0,0,0,0,0,0,0,0,50,84,36
2025-02-21,Organico,,92,284,43,43,0,0,142,0,0,40,54,32
2025-02-21,Otros_Origenes,,0,0,0,0,0,0,0,0,0,6,6,6
2025-02-21,Paid_Social,,41,2,17,2,0,0,1,3452.8,3452.8,8,11,4
2025-02-21,Pmax,,6,5,4,1,0,0,2,160.3,165.1,0,2,1
2025-02-21,SEM_Competencia,,2,3,1,0,0,0,0,54.8,54.8,0,0,0
2025-02-21,SEM_Generico,,13,45,10,13,0,0,6,3508.4,3613.7,7,10,8
2025-02-21,SEM_Marca_Derivada,,13,155,9,28,0,0,91,2863.7,2949.6,21,20,11
2025-02-21,SEM_Marca_Pura,,85,92,36,32,0,0,44,2672,2752.2,13,20,12
2025-02-21,Terceros,,102,6,26,0,0,0,3,1196.3,1196.3,6,9,2
2025-02-21,Whatsapp,Whatsapp,3,0,1,0,0,0,0,0,0,0,1,0
2025-02-21,Whatsapp,Organico,4,0,4,0,0,0,0,0,0,0,1,0
2025-02-21,Whatsapp,Paid_Social,3,0,2,0,0,0,0,0,0,0,0,2
2025-02-21,Whatsapp,SEM_Marca_Derivada,2,0,2,0,0,0,0,0,0,0,1,0
2025-02-21,Whatsapp,SEM_Marca_Pura,2,1,2,1,0,0,0,0,0,0,1,2
2025-02-21,Whatsapp,Terceros,3,0,2,0,0,0,0,0,0,0,0,0
2025-02-21,Youtube,,0,4,0,0,0,0,0,0,0,0,0,0
2025-02-22,Display,,2,9,1,1,0,0,1,232.4,239.4,0,0,0
2025-02-22,Manual,,0,0,0,0,0,0,0,0,0,13,17,13
2025-02-22,Organico,,55,109,24,16,0,0,69,0,0,14,25,11
2025-02-22,Otros_Origenes,,0,0,0,0,0,0,0,0,0,0,1,2
2025-02-22,Paid_Social,,41,2,16,0,0,0,0,2875.6,2875.6,4,9,2
2025-02-22,Pmax,,2,2,1,0,0,0,2,1,1,0,0,1
2025-02-22,Resto,,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-22,SEM_Competencia,,0,0,0,0,0,0,0,32.8,32.8,0,0,0
2025-02-22,SEM_Generico,,15,20,7,9,0,0,4,2827.5,2912.3,0,7,1
2025-02-22,SEM_Marca_Derivada,,19,56,12,6,0,0,26,1810,1864.3,4,8,4
2025-02-22,SEM_Marca_Pura,,59,32,23,10,0,0,12,1488.8,1533.5,6,11,7
2025-02-22,Terceros,,100,0,13,0,0,0,4,786.3,786.3,2,4,1
2025-02-22,Whatsapp,Whatsapp,3,0,1,0,0,0,0,0,0,1,1,0
2025-02-22,Whatsapp,Paid_Social,7,1,5,1,0,0,0,0,0,0,0,0
2025-02-22,Whatsapp,SEM_Marca_Derivada,1,0,1,0,0,0,0,0,0,0,0,0
2025-02-22,Whatsapp,SEM_Marca_Pura,4,0,1,0,0,0,2,0,0,0,1,0
2025-02-22,Whatsapp,Terceros,3,0,0,0,0,0,0,0,0,0,0,0
2025-02-22,Youtube,,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-23,Display,,0,0,0,0,0,0,0,69.6,71.7,0,0,0
2025-02-23,Manual,,0,0,0,0,0,0,0,0,0,4,11,2
2025-02-23,Organico,,40,67,13,10,0,0,29,0,0,3,13,3
2025-02-23,Otros_Origenes,,0,0,0,0,0,0,0,0,0,0,1,0
2025-02-23,Paid_Social,,47,2,16,0,0,0,1,3826.1,3826.1,2,10,0
2025-02-23,Resto,,1,0,1,0,0,0,0,0,0,0,1,0
2025-02-23,SEM_Competencia,,1,0,1,0,0,0,0,0,0,0,1,0
2025-02-23,SEM_Generico,,9,1,0,1,0,0,1,0,0,1,1,0
2025-02-23,SEM_Marca_Derivada,,14,46,8,9,0,0,25,2013,2073.4,2,7,0
2025-02-23,SEM_Marca_Pura,,41,13,18,4,0,0,11,1311.6,1350.9,1,8,1
2025-02-23,Terceros,,91,2,14,1,0,0,4,693.3,693.3,0,0,0
2025-02-23,Whatsapp,Whatsapp,3,0,1,0,0,0,0,0,0,0,0,0
2025-02-23,Whatsapp,Paid_Social,5,0,4,0,0,0,1,0,0,0,1,0
2025-02-23,Whatsapp,SEM_Marca_Pura,2,0,0,0,0,0,0,0,0,0,0,0
